,geoid,perim (b),w_perim (b),area (b),w_area (b),a/p^2 (b) 0.5,w_a/p^2 (b) 0.5,rank_a/p^2 (b) 0.5,rank_w_a/p^2 (b) 0.5,a/p^2 (b) 0.1,w_a/p^2 (b) 0.1,rank_a/p^2 (b) 0.1,rank_w_a/p^2 (b) 0.1
15,0405,343,20879,13326,710224,0.11326913105933752,0.0016292058295308976,49.0,151.0,0.11326913105933752,0.0016292058295308976,49.0,151.0
16,0402,466,23812,18566,710224,0.08549614102304334,0.0012525745869380702,82.0,176.0,0.08549614102304334,0.0012525745869380702,82.0,176.0
17,0501,1214,11372,61842,728765,0.041961031241772945,0.005635258007616067,204.0,64.0,0.041961031241772945,0.005635258007616067,204.0,64.0
18,0504,1407,14486,66769,729002,0.03372769617240228,0.0034740155500893625,250.0,89.0,0.03372769617240228,0.0034740155500893625,250.0,89.0
19,0503,966,16366,29726,728959,0.03185533822854914,0.002721560597315869,268.0,112.0,0.03185533822854914,0.002721560597315869,268.0,112.0
20,0502,599,11831,27874,729192,0.07768651703869275,0.005209535317425534,100.0,67.0,0.07768651703869275,0.005209535317425534,100.0,67.0
21,0641,381,29543,7613,702904,0.052445216001543116,0.0008053540106583098,164.0,236.0,0.052445216001543116,0.0008053540106583098,164.0,236.0
22,0634,411,33485,5196,702904,0.03075994103752642,0.0006268958692778379,278.0,262.0,0.03075994103752642,0.0006268958692778379,278.0,262.0
23,0650,747,61960,13137,702905,0.023542631032832804,0.00018309387426278476,332.0,385.0,0.023542631032832804,0.00018309387426278476,332.0,385.0
24,0647,543,50917,8136,702905,0.02759378529348921,0.0002711259070136116,300.0,355.0,0.02759378529348921,0.0002711259070136116,300.0,355.0
25,0638,572,51450,8436,702905,0.025783656902538022,0.0002655375075200148,314.0,356.0,0.025783656902538022,0.0002655375075200148,314.0,356.0
26,0616,556,14040,15675,702904,0.050705838207132134,0.0035658395629905603,170.0,87.0,0.050705838207132134,0.0035658395629905603,170.0,87.0
27,0639,608,52240,8256,702905,0.022333795013850414,0.00025756704537193163,345.0,360.0,0.022333795013850414,0.00025756704537193163,345.0,360.0
28,0602,643,7092,32905,702905,0.07958659955641445,0.013975236907310224,96.0,33.0,0.07958659955641445,0.013975236907310224,96.0,33.0
29,0601,1074,7747,56901,702905,0.049330025072043114,0.011711958387636206,172.0,39.0,0.049330025072043114,0.011711958387636206,172.0,39.0
30,0623,1267,23606,33001,702904,0.020557669055229308,0.001261395302068772,360.0,174.0,0.020557669055229308,0.001261395302068772,360.0,174.0
31,0625,584,24470,13693,702904,0.040148831863389,0.0011738918191946336,213.0,180.0,0.040148831863389,0.0011738918191946336,213.0,180.0
32,0644,542,45381,7758,702904,0.026408954126441633,0.00034130911878706144,310.0,333.0,0.026408954126441633,0.00034130911878706144,310.0,333.0
33,0636,394,10497,17411,702905,0.11215826225875442,0.006379200292114291,50.0,58.0,0.11215826225875442,0.006379200292114291,50.0,58.0
34,0635,391,44037,5892,702905,0.038539779305472886,0.00036246091479980345,226.0,324.0,0.038539779305472886,0.00036246091479980345,226.0,324.0
35,0617,396,38229,8748,702904,0.05578512396694215,0.0004809613070089442,150.0,285.0,0.05578512396694215,0.0004809613070089442,150.0,285.0
36,0618,594,35261,11855,702906,0.033599179222074844,0.0005653377694513719,252.0,270.0,0.033599179222074844,0.0005653377694513719,252.0,270.0
37,0606,378,28276,10605,702905,0.07422104644326867,0.0008791453566216452,109.0,223.0,0.07422104644326867,0.0008791453566216452,109.0,223.0
38,0605,599,14984,14834,702905,0.041343251551695784,0.0031306974814780185,206.0,100.0,0.041343251551695784,0.0031306974814780185,206.0,100.0
39,0628,584,44839,7226,702904,0.021187136423343966,0.0003496102669234528,353.0,329.0,0.021187136423343966,0.0003496102669234528,353.0,329.0
40,0645,397,25851,8847,702906,0.05613258126122239,0.0010518227382535152,149.0,194.0,0.05613258126122239,0.0010518227382535152,149.0,194.0
41,0604,728,13453,27526,702906,0.05193741697862577,0.003883818857472021,166.0,79.0,0.05193741697862577,0.003883818857472021,166.0,79.0
42,0653,494,57406,7899,702904,0.03236817518726745,0.0002132953764359399,264.0,376.0,0.03236817518726745,0.0002132953764359399,264.0,376.0
43,0622,590,23286,13630,702905,0.0391554151106004,0.0012963039559123614,221.0,171.0,0.0391554151106004,0.0012963039559123614,221.0,171.0
44,0610,343,10043,12035,702905,0.10229581211910004,0.006968987847922558,59.0,52.0,0.10229581211910004,0.006968987847922558,59.0,52.0
45,0642,611,38358,9984,702906,0.026743740641431906,0.00047773310899194344,306.0,288.0,0.026743740641431906,0.00047773310899194344,306.0,288.0
46,0629,351,28319,4771,702905,0.03872533502163132,0.0008764775682237636,224.0,224.0,0.03872533502163132,0.0008764775682237636,224.0,224.0
47,0619,470,31140,7429,702904,0.03363060208239022,0.0007248677837961364,251.0,246.0,0.03363060208239022,0.0007248677837961364,251.0,246.0
48,0637,448,49987,6368,702904,0.031728316326530615,0.0002813078610713457,271.0,349.0,0.031728316326530615,0.0002813078610713457,271.0,349.0
49,0609,350,15402,13434,702904,0.10966530612244899,0.002963069080335533,52.0,105.0,0.10966530612244899,0.002963069080335533,52.0,105.0
50,0649,479,35670,9993,702906,0.043553680466873836,0.0005524475244172413,199.0,271.0,0.043553680466873836,0.0005524475244172413,199.0,271.0
